table id,name,phone number,Location,Emp. Group,Function,Gender ,Tenure,Tenure Grp.,Experience (YY.MM),Marital Status,Age in YY.,Hiring Source,Promoted/Non Promoted,Job Role Match,stay/leave
637,Papu,9876544345,Noida,B1,Operation,Female,2.02,> 1 & < =3,6.05,Marr.,30.03,Direct,Non Promoted,No,leave
638,Papu,9876544345,Lucknow,B2,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,29.06,Employee Referral,Non Promoted,Yes,stay
639,Papu,9876544345,Bangalore,B1,Operation,Female,2.02,> 1 & < =3,4.02,Single,25.06,Direct,Non Promoted,Yes,stay
640,Papu,9876544345,Chennai,B2,Operation,Male,2.02,> 1 & < =3,6.04,Marr.,29.04,Direct,Non Promoted,No,leave
641,Papu,9876544345,Noida,B3,Operation,Male,2.03,> 1 & < =3,11.03,Sep.,39.01,Employee Referral,Non Promoted,Yes,stay
642,Papu,9876544345,Noida,B2,Operation,Male,2.02,> 1 & < =3,5.1,Single,34.07,Direct,Non Promoted,Yes,leave
643,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,6.05,Marr.,27.06,Direct,Non Promoted,No,stay
644,Papu,9876544345,Chennai,B1,Operation,Male,2.02,> 1 & < =3,5.09,Marr.,30.09,Direct,Promoted,Yes,stay
645,Papu,9876544345,Chennai,B2,Operation,Female,2.03,> 1 & < =3,7.03,Marr.,29.07,Direct,Non Promoted,Yes,stay
646,Papu,9876544345,Chennai,B1,Operation,Female,2.03,> 1 & < =3,4.07,Single,27.04,Direct,Non Promoted,Yes,stay
647,Papu,9876544345,Chennai,B1,Operation,Male,2.03,> 1 & < =3,2.03,Single,24.07,Direct,Non Promoted,No,leave
648,Papu,9876544345,Bangalore,B1,Operation,Male,2.03,> 1 & < =3,5.03,Single,28.1,Employee Referral,Promoted,No,leave
649,Papu,9876544345,Chennai,B2,Operation,Male,2.03,> 1 & < =3,7.05,Marr.,31.03,Direct,Promoted,Yes,stay
650,Papu,9876544345,Bangalore,B1,Operation,Female,2.03,> 1 & < =3,5.1,Marr.,29.07,Employee Referral,Non Promoted,Yes,stay
651,Papu,9876544345,Bangalore,B2,Operation,Male,2.03,> 1 & < =3,8,Single,31.1,Direct,Promoted,Yes,stay
652,Papu,9876544345,Madurai,B1,Operation,Female,2.04,> 1 & < =3,3.11,Single,28.1,Direct,Non Promoted,Yes,stay
653,Papu,9876544345,Hyderabad,B2,Operation,Female,2.03,> 1 & < =3,9,Marr.,35.02,Direct,Non Promoted,Yes,stay
654,Papu,9876544345,Chennai,B1,Operation,Male,2.04,> 1 & < =3,2.04,Single,24.1,Direct,Non Promoted,Yes,stay
655,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.06,Direct,Non Promoted,Yes,stay
656,Papu,9876544345,Hyderabad,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,27.06,Direct,Promoted,Yes,stay
657,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,24.03,Direct,Non Promoted,No,leave
658,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.08,Direct,Promoted,Yes,stay
659,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,25.05,Direct,Promoted,Yes,stay
660,Papu,9876544345,Chennai,B3,Operation,Male,2.03,> 1 & < =3,11.03,Single,31.07,Direct,Non Promoted,No,leave
661,Papu,9876544345,Madurai,B1,Operation,Male,2.04,> 1 & < =3,5.08,Single,29.1,Direct,Promoted,No,leave
662,Papu,9876544345,Mumbai,B1,Operation,Male,2.03,> 1 & < =3,6.11,Marr.,31.02,Employee Referral,Non Promoted,Yes,stay
663,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,4.05,Single,25.08,Direct,Non Promoted,No,leave
664,Papu,9876544345,Mumbai,B1,Operation,Male,2.04,> 1 & < =3,4.09,Single,28.04,Direct,Non Promoted,Yes,stay
665,Papu,9876544345,Chennai,B1,Operation,Male,2.04,> 1 & < =3,6.04,Single,31.08,Direct,Non Promoted,Yes,stay
666,Papu,9876544345,Chennai,B2,Operation,Female,2.04,> 1 & < =3,8.04,Marr.,34.11,Direct,Non Promoted,Yes,stay
667,Papu,9876544345,Noida,B1,Operation,Male,2.04,> 1 & < =3,2.11,Single,26.08,Direct,Non Promoted,No,leave
668,Papu,9876544345,Hyderabad,B2,Operation,Male,2.04,> 1 & < =3,8.11,Marr.,30.07,Direct,Promoted,No,stay
669,Papu,9876544345,Pune,B1,Operation,Male,2.04,> 1 & < =3,5.06,Single,25.05,Employee Referral,Non Promoted,Yes,stay
670,Papu,9876544345,Noida,B2,Support,Male,2.04,> 1 & < =3,2.04,Single,27.01,Direct,Non Promoted,Yes,stay
671,Papu,9876544345,Noida,B2,Operation,Male,2.04,> 1 & < =3,4.05,Single,26.07,Direct,Promoted,No,leave
672,Papu,9876544345,Chennai,B2,Operation,Female,2.05,> 1 & < =3,7.05,Marr.,33.03,Direct,Promoted,Yes,stay
673,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,stay
674,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,Yes,stay
675,Papu,9876544345,Chennai,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.02,Direct,Promoted,No,leave
676,Papu,9876544345,Noida,B1,Operation,Male,2.05,> 1 & < =3,2.05,Single,26.06,Direct,Promoted,No,leave
677,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,29.07,Direct,Promoted,No,leave
678,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,8.08,Marr.,34.06,Direct,Promoted,No,stay
679,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.07,Direct,Non Promoted,Yes,stay
680,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,24.06,Direct,Promoted,No,leave
681,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.03,Direct,Non Promoted,Yes,stay
682,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.06,Direct,Non Promoted,Yes,stay
683,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.07,Marr.,29.06,Direct,Non Promoted,Yes,stay
684,Papu,9876544345,Noida,B1,Operation,Female,2.04,> 1 & < =3,2.04,Single,24.01,Direct,Promoted,Yes,stay
685,Papu,9876544345,Bangalore,B3,Operation,Male,2.05,> 1 & < =3,8.08,Marr.,37.06,Employee Referral,Non Promoted,Yes,stay
686,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,7.1,Marr.,29.1,Agency,Non Promoted,No,leave
687,Papu,9876544345,Bangalore,B2,Operation,Male,2.05,> 1 & < =3,5.05,Single,32.1,Agency,Promoted,No,stay
688,Papu,9876544345,Bangalore,B1,Operation,Male,2.04,> 1 & < =3,2.05,Single,25.1,Direct,Non Promoted,Yes,stay
689,Papu,9876544345,Bangalore,B1,Operation,Female,2.05,> 1 & < =3,4.09,Single,26.06,Direct,Non Promoted,No,leave
690,Papu,9876544345,Noida,B1,Operation,Female,2.05,> 1 & < =3,2.05,Single,25.01,Direct,Non Promoted,No,leave
691,Papu,9876544345,Madurai,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,31.07,Direct,Non Promoted,Yes,stay
692,Papu,9876544345,Noida,B2,Operation,Female,2.05,> 1 & < =3,4.1,Marr.,30.06,Direct,Non Promoted,Yes,stay
693,Papu,9876544345,Madurai,B1,Operation,Male,2.05,> 1 & < =3,6.01,Single,29.02,Direct,Non Promoted,Yes,stay
694,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,6.05,Single,29.09,Employee Referral,Non Promoted,No,leave
695,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,5.06,Single,29,Direct,Non Promoted,Yes,leave
696,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,5.06,Marr.,32.04,Employee Referral,Non Promoted,No,leave
697,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,2.05,Marr.,30.06,Direct,Non Promoted,Yes,stay
698,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.03,Direct,Non Promoted,Yes,stay
699,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.03,Direct,Non Promoted,Yes,stay
700,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Non Promoted,Yes,stay
701,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.1,Direct,Promoted,Yes,stay
702,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.01,Direct,Promoted,No,leave
703,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.07,Single,25.02,Direct,Promoted,No,leave
704,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,24.09,Direct,Promoted,Yes,stay
705,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,24.08,Direct,Non Promoted,No,leave
706,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3,Single,27.06,Direct,Non Promoted,Yes,stay
707,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,25.03,Direct,Non Promoted,Yes,stay
708,Papu,9876544345,Noida,B2,Operation,Male,2.05,> 1 & < =3,9.05,Marr.,36.11,Direct,Non Promoted,Yes,stay
709,Papu,9876544345,Chennai,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,26.08,Agency,Non Promoted,Yes,stay
710,Papu,9876544345,Noida,B5,Sales,Male,2.06,> 1 & < =3,23.06,Marr.,47,Direct,Promoted,Yes,stay
711,Papu,9876544345,Bangalore,B3,Operation,Male,2.06,> 1 & < =3,12.02,Marr.,33.11,Direct,Non Promoted,Yes,leave
712,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,2.06,Single,26.04,Direct,Non Promoted,No,leave
713,Papu,9876544345,Noida,B3,Sales,Male,2.06,> 1 & < =3,4.06,Single,32,Direct,Non Promoted,No,leave
714,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,3.02,Single,27.09,Direct,Non Promoted,No,leave
715,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,7.01,Marr.,31.04,Direct,Non Promoted,Yes,stay
716,Papu,9876544345,Bangalore,B2,Operation,Female,2.05,> 1 & < =3,6.05,Marr.,32.08,Direct,Non Promoted,Yes,stay
717,Papu,9876544345,Chennai,B2,Operation,Male,2.06,> 1 & < =3,8.11,Marr.,31.07,Agency,Non Promoted,No,leave
718,Papu,9876544345,Chennai,B1,Operation,Male,2.06,> 1 & < =3,4.02,Single,25.1,Direct,Non Promoted,Yes,stay
719,Papu,9876544345,Bangalore,B1,Operation,Male,2.05,> 1 & < =3,4.1,Single,26.07,Direct,Non Promoted,No,leave
720,Papu,9876544345,Noida,B3,Operation,Male,2.06,> 1 & < =3,12.06,Single,33.05,Employee Referral,Non Promoted,Yes,stay
721,Papu,9876544345,Lucknow,B2,Operation,Male,2.06,> 1 & < =3,7,Single,35.08,Direct,Non Promoted,Yes,stay
722,Papu,9876544345,Noida,B1,Operation,Male,2.06,> 1 & < =3,7.11,Marr.,29.03,Employee Referral,Promoted,Yes,stay
723,Papu,9876544345,Chennai,B1,Support,Female,2.06,> 1 & < =3,6.08,Marr.,27.07,Direct,Promoted,No,stay
724,Papu,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,26.04,Direct,Promoted,No,leave
725,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,26.08,Direct,Promoted,No,leave
726,Papu,9876544345,Noida,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,27.03,Direct,Promoted,No,leave
727,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.09,Single,26.1,Direct,Promoted,No,leave
728,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.07,Single,25.09,Direct,Promoted,Yes,stay
729,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,9.01,Marr.,33.04,Agency,Promoted,No,stay
730,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,2.09,Marr.,26.09,Direct,Promoted,No,leave
731,Papu,9876544345,Bangalore,B1,Operation,Male,2.07,> 1 & < =3,2.08,Single,24.1,Direct,Promoted,Yes,stay
732,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.08,Marr.,30.08,Direct,Promoted,Yes,stay
733,Papu,9876544345,Bangalore,B1,Operation,Female,2.07,> 1 & < =3,3.02,Single,25.05,Direct,Promoted,No,leave
734,Papu,9876544345,Hyderabad,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,39.07,Employee Referral,Non Promoted,Yes,stay
735,Papu,9876544345,Bangalore,B2,Operation,Male,2.06,> 1 & < =3,8.08,Marr.,31.07,Agency,Non Promoted,No,leave
736,Papu,9876544345,Bangalore,B2,Operation,Female,2.06,> 1 & < =3,3.06,Single,27.01,Direct,Promoted,No,leave
737,Papu,9876544345,Madurai,B2,Operation,Male,2.06,> 1 & < =3,7.06,Marr.,34.12,Direct,Non Promoted,Yes,stay
738,Papu,9876544345,Chennai,B2,Operation,Male,2.07,> 1 & < =3,8.08,Marr.,33.09,Direct,Promoted,No,leave
739,Papu,9876544345,Pune,B2,Operation,Male,2.07,> 1 & < =3,11.07,Marr.,35.04,Agency,Promoted,No,leave
740,Papu,9876544345,Noida,B1,Support,Female,2.07,> 1 & < =3,5.09,Single,28.03,Direct,Promoted,Yes,stay
741,Papu,9876544345,Noida,B2,Sales,Male,2.07,> 1 & < =3,9.07,Marr.,35.06,Direct,Promoted,Yes,stay
742,Papu,9876544345,Madurai,B1,Operation,Female,2.07,> 1 & < =3,2.07,Marr.,28.06,Direct,Promoted,Yes,stay
743,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.09,Single,29.06,Direct,Promoted,Yes,stay
744,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,5.04,Single,30.06,Agency,Promoted,Yes,stay
745,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,13.11,Marr.,38.12,Employee Referral,Promoted,Yes,stay
746,Papu,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,8.08,Single,32.02,Employee Referral,Promoted,No,stay
747,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,6.11,Marr.,29.07,Direct,Non Promoted,Yes,stay
748,Papu,9876544345,Bangalore,B2,Operation,Male,2.07,> 1 & < =3,11.01,Marr.,36.07,Direct,Non Promoted,No,leave
749,Papu,9876544345,Chennai,B1,Operation,Female,2.07,> 1 & < =3,6.1,Single,30.05,Direct,Promoted,No,leave
750,Papu,9876544345,Chennai,B2,Operation,Female,2.07,> 1 & < =3,12.08,Marr.,35,Employee Referral,Promoted,No,leave
751,Papu,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,7.11,Marr.,31.07,Agency,Promoted,No,leave
752,Papu,9876544345,Noida,B1,Operation,Female,2.08,> 1 & < =3,2.08,Single,25.11,Direct,Non Promoted,Yes,stay
753,Papu,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,26.06,Direct,Promoted,Yes,stay
754,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,24.1,Direct,Non Promoted,Yes,stay
755,Papu,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,26.07,Direct,Non Promoted,Yes,stay
756,Papu,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,2.09,Single,24.09,Direct,Non Promoted,Yes,stay
757,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,25.07,Direct,Non Promoted,Yes,stay
758,Papu,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,stay
759,Papu,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,2.08,Single,28.09,Direct,Non Promoted,No,leave
760,Shiv,9876544345,Noida,B2,Sales,Female,2.08,> 1 & < =3,5.1,Single,28.04,Employee Referral,Non Promoted,No,leave
761,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,8.02,Marr.,35.04,Direct,Non Promoted,Yes,stay
762,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.04,Single,29.05,Direct,Non Promoted,Yes,stay
763,Shiv,9876544345,Chennai,B1,Operation,Male,2.07,> 1 & < =3,5.03,Single,28.07,Agency,Non Promoted,Yes,leave
764,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,4.1,Single,27.09,Employee Referral,Non Promoted,Yes,stay
765,Shiv,9876544345,Noida,B1,Support,Male,2.08,> 1 & < =3,2.08,Single,27.07,Direct,Non Promoted,Yes,stay
766,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,4.04,Marr.,31.07,Direct,Non Promoted,No,leave
767,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,8,Marr.,31.09,Agency,Non Promoted,Yes,stay
768,Shiv,9876544345,Chennai,B1,Operation,Male,2.08,> 1 & < =3,6.09,Marr.,28.1,Direct,Non Promoted,Yes,stay
769,Shiv,9876544345,Bangalore,B2,Operation,Male,2.08,> 1 & < =3,4.08,Single,31.01,Employee Referral,Non Promoted,Yes,stay
770,Shiv,9876544345,Pune,B1,Operation,Male,2.09,> 1 & < =3,5.09,Single,28.1,Direct,Non Promoted,No,leave
771,Shiv,9876544345,Bangalore,B1,Operation,Female,2.08,> 1 & < =3,2.08,Marr.,27.09,Direct,Non Promoted,No,leave
772,Shiv,9876544345,Noida,B1,Operation,Male,2.08,> 1 & < =3,6.08,Marr.,30.06,Agency,Promoted,No,stay
773,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,24.08,Direct,Non Promoted,No,leave
774,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.11,Single,24.06,Direct,Non Promoted,Yes,stay
775,Shiv,9876544345,Bangalore,B1,Operation,Male,2.08,> 1 & < =3,2.1,Marr.,24.11,Direct,Non Promoted,No,leave
776,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.1,Direct,Non Promoted,Yes,stay
777,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,2.09,Single,25.07,Direct,Promoted,No,leave
778,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,12.09,Marr.,34.05,Agency,Non Promoted,Yes,stay
779,Shiv,9876544345,Noida,B2,Operation,Male,2.08,> 1 & < =3,11.03,Marr.,36.01,Direct,Promoted,Yes,stay
780,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,6.03,Single,28.04,Direct,Non Promoted,Yes,stay
781,Shiv,9876544345,Noida,B3,Operation,Male,2.08,> 1 & < =3,10.08,Marr.,38.08,Direct,Non Promoted,Yes,leave
782,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,3,Single,25.05,Direct,Non Promoted,Yes,stay
783,Shiv,9876544345,Bangalore,B2,Operation,Male,2.09,> 1 & < =3,8.09,Marr.,33.07,Direct,Non Promoted,No,leave
784,Shiv,9876544345,Noida,B1,Operation,Male,2.09,> 1 & < =3,3.11,Single,26.06,Employee Referral,Promoted,No,leave
785,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,7,Marr.,33.08,Agency,Non Promoted,No,leave
786,Shiv,9876544345,Noida,B1,Operation,Female,2.08,> 1 & < =3,3.01,Single,26.02,Direct,Promoted,Yes,stay
787,Shiv,9876544345,Lucknow,B1,Support,Male,2.08,> 1 & < =3,5,Single,27.1,Direct,Promoted,No,leave
788,Shiv,9876544345,Pune,B1,Operation,Female,2.09,> 1 & < =3,5.09,Marr.,29.02,Direct,Non Promoted,Yes,stay
789,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,4.01,Marr.,30.06,Employee Referral,Promoted,Yes,stay
790,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,3.05,Single,27.07,Direct,Non Promoted,Yes,stay
791,Shiv,9876544345,Chennai,B3,Operation,Male,2.09,> 1 & < =3,12.1,Marr.,40.07,Direct,Non Promoted,No,leave
792,Shiv,9876544345,Chennai,B2,Operation,Male,2.09,> 1 & < =3,6.02,Marr.,31.06,Agency,Non Promoted,Yes,stay
793,Shiv,9876544345,Bangalore,B1,Operation,Male,2.09,> 1 & < =3,5.09,Marr.,31.1,Employee Referral,Non Promoted,Yes,stay
794,Shiv,9876544345,Lucknow,B0,Support,Female,2.09,> 1 & < =3,2.1,Single,24.1,Direct,Non Promoted,Yes,stay
795,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,4.09,Single,31,Employee Referral,Non Promoted,Yes,stay
796,Shiv,9876544345,Noida,B2,Operation,Male,2.08,> 1 & < =3,10.02,Single,36.01,Direct,Promoted,No,stay
797,Shiv,9876544345,Noida,B1,Support,Male,2.09,> 1 & < =3,3.01,Single,29.06,Employee Referral,Promoted,No,stay
798,Shiv,9876544345,Noida,B3,Operation,Male,2.09,> 1 & < =3,8.09,Single,34.03,Direct,Non Promoted,Yes,stay
799,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,3,Single,27.05,Direct,Promoted,No,leave
800,Shiv,9876544345,Chennai,B1,Operation,Male,2.09,> 1 & < =3,3.05,Single,31.07,Direct,Promoted,No,leave
801,Shiv,9876544345,Pune,B1,Operation,Male,2.1,> 1 & < =3,3.1,Single,26.03,Direct,Promoted,Yes,stay
802,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,3,Single,24.11,Direct,Promoted,Yes,stay
803,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,2.11,Marr.,28.11,Direct,Promoted,Yes,stay
804,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,3,Single,26.09,Direct,Promoted,Yes,stay
805,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.1,> 1 & < =3,3.04,Marr.,28.04,Direct,Promoted,No,leave
806,Shiv,9876544345,Hyderabad,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,30.07,Direct,Promoted,No,stay
807,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,7.1,Single,29.1,Direct,Non Promoted,Yes,stay
808,Shiv,9876544345,Chennai,B1,Operation,Female,2.09,> 1 & < =3,2.09,Marr.,24.08,Direct,Promoted,No,leave
809,Shiv,9876544345,Lucknow,B2,Support,Female,2.09,> 1 & < =3,8.02,Marr.,31.03,Direct,Non Promoted,No,leave
810,Shiv,9876544345,Noida,B3,Support,Male,2.09,> 1 & < =3,13.09,Marr.,37.08,Employee Referral,Non Promoted,Yes,stay
811,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,3.09,Marr.,27.05,Direct,Non Promoted,Yes,stay
812,Shiv,9876544345,Chennai,B1,Support,Male,2.09,> 1 & < =3,4,Single,25.11,Agency,Promoted,Yes,stay
813,Shiv,9876544345,Lucknow,B1,Operation,Female,2.1,> 1 & < =3,2.1,Marr.,29.11,Direct,Non Promoted,Yes,stay
814,Shiv,9876544345,Chennai,B2,Operation,Female,2.09,> 1 & < =3,9.1,Marr.,32.1,Direct,Non Promoted,Yes,stay
815,Shiv,9876544345,Chennai,B2,Operation,Male,2.1,> 1 & < =3,8.1,Marr.,32.06,Direct,Promoted,Yes,stay
816,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,5.11,Single,28.07,Direct,Promoted,No,leave
817,Shiv,9876544345,Madurai,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.09,Direct,Non Promoted,Yes,stay
818,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.02,Marr.,24.08,Agency,Non Promoted,Yes,stay
819,Shiv,9876544345,Noida,B2,Operation,Male,2.09,> 1 & < =3,8.09,Single,36.06,Employee Referral,Non Promoted,No,leave
820,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,4.1,Single,26.06,Agency,Non Promoted,No,leave
821,Shiv,9876544345,Noida,B2,Operation,Male,2.1,> 1 & < =3,6.01,Marr.,29.08,Direct,Non Promoted,Yes,leave
822,Shiv,9876544345,Bangalore,B3,Operation,Male,2.1,> 1 & < =3,9.04,Marr.,36.08,Agency,Non Promoted,No,leave
823,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,8.02,Marr.,33.11,Agency,Non Promoted,Yes,stay
824,Shiv,9876544345,Hyderabad,B2,Operation,Female,2.1,> 1 & < =3,8,Marr.,30.09,Employee Referral,Non Promoted,Yes,stay
825,Shiv,9876544345,Noida,B3,Operation,Male,2.1,> 1 & < =3,9.1,Single,33.02,Agency,Non Promoted,No,leave
826,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,24.1,Direct,Non Promoted,Yes,stay
827,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,25.07,Direct,Non Promoted,Yes,stay
828,Shiv,9876544345,Chennai,B1,Operation,Male,2.1,> 1 & < =3,6.02,Single,27.07,Agency,Non Promoted,Yes,stay
829,Shiv,9876544345,Pune,B2,Operation,Male,2.1,> 1 & < =3,10.06,Marr.,38.09,Agency,Promoted,No,stay
830,Shiv,9876544345,Chennai,B3,Operation,Male,2.1,> 1 & < =3,10.07,Marr.,35.07,Agency,Promoted,No,stay
831,Shiv,9876544345,Bangalore,B2,Operation,Male,2.1,> 1 & < =3,7.05,Marr.,39.01,Agency,Promoted,Yes,stay
832,Shiv,9876544345,Chennai,B1,Operation,Female,2.1,> 1 & < =3,2.1,Single,25.05,Direct,Promoted,Yes,stay
833,Shiv,9876544345,Bangalore,B1,Operation,Male,2.1,> 1 & < =3,4.1,Single,28.05,Direct,Promoted,No,leave
834,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.1,Direct,Non Promoted,Yes,stay
835,Shiv,9876544345,Chennai,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,27.08,Direct,Non Promoted,No,leave
836,Shiv,9876544345,Noida,B1,Operation,Male,2.11,> 1 & < =3,2.11,Single,26.07,Direct,Non Promoted,No,leave
837,Shiv,9876544345,Noida,B1,Operation,Female,3,> 1 & < =3,3,Single,26.01,Direct,Non Promoted,Yes,stay
838,Shiv,9876544345,Bangalore,B1,Operation,Male,3,> 1 & < =3,3,Single,28.08,Direct,Promoted,Yes,stay
839,Shiv,9876544345,Chennai,B1,Operation,Female,2.11,> 1 & < =3,2.11,Single,25.05,Direct,Non Promoted,Yes,stay
840,Shiv,9876544345,Noida,B1,Operation,Female,2.11,> 1 & < =3,2.11,Single,26.04,Direct,Non Promoted,Yes,stay
841,Shiv,9876544345,Hyderabad,B1,Operation,Male,2.1,> 1 & < =3,2.1,Single,28.09,Direct,Non Promoted,Yes,stay
